21	 1	 1
22	 1	 1
23	 1	 1
24	 1	 1
25	 1	 1
26	 1	 1
27	 1	 1
28	 1	 1
29	 1	 1
30	 1	 1
31	 1	 1
32	 1	 1
42	 1	 1
43	 1	 1
44	 1	 1
45	 1	 1
46	 1	 1
47	 1	 1
48	 1	 1
49	 1	 1
50	 1	 1
51	 1	 1
52	 1	 1
53	 1	 1
126	 1	 1
127	 1	 1
128	 1	 1
129	 1	 1
130	 1	 1
131	 1	 1
132	 1	 1
133	 1	 1
134	 1	 1
135	 1	 1
136	 1	 1
137	 1	 1
147	 1	 1
148	 1	 1
149	 1	 1
150	 1	 1
151	 1	 1
152	 1	 1
153	 1	 1
154	 1	 1
155	 1	 1
156	 1	 1
157	 1	 1
158	 1	 1
168	 1	 1
169	 1	 1
170	 1	 1
171	 1	 1
172	 1	 1
173	 1	 1
174	 1	 1
175	 1	 1
176	 1	 1
177	 1	 1
178	 1	 1
179	 1	 1
231	 1	 1
232	 1	 1
233	 1	 1
234	 1	 1
235	 1	 1
236	 1	 1
237	 1	 1
238	 1	 1
239	 1	 1
240	 1	 1
241	 1	 1
242	 1	 1
