0	 1	 1
1	 1	 1
2	 1	 1
3	 1	 1
4	 1	 1
5	 1	 1
6	 1	 1
7	 1	 1
8	 1	 1
9	 1	 1
10	 1	 1
11	 1	 1
63	 1	 1
64	 1	 1
65	 1	 1
66	 1	 1
67	 1	 1
68	 1	 1
69	 1	 1
70	 1	 1
71	 1	 1
72	 1	 1
73	 1	 1
74	 1	 1
84	 1	 1
85	 1	 1
86	 1	 1
87	 1	 1
88	 1	 1
89	 1	 1
90	 1	 1
91	 1	 1
92	 1	 1
93	 1	 1
94	 1	 1
95	 1	 1
105	 1	 1
106	 1	 1
107	 1	 1
108	 1	 1
109	 1	 1
110	 1	 1
111	 1	 1
112	 1	 1
113	 1	 1
114	 1	 1
115	 1	 1
116	 1	 1
189	 1	 1
190	 1	 1
191	 1	 1
192	 1	 1
193	 1	 1
194	 1	 1
195	 1	 1
196	 1	 1
197	 1	 1
198	 1	 1
199	 1	 1
200	 1	 1
210	 1	 1
211	 1	 1
212	 1	 1
213	 1	 1
214	 1	 1
215	 1	 1
216	 1	 1
217	 1	 1
218	 1	 1
219	 1	 1
220	 1	 1
221	 1	 1
