0	 0.5	 1
1.5	 0.5	 1
3	 0.5	 1
4.5	 0.5	 1
6	 0.5	 1
7.5	 0.5	 1
9	 0.5	 1
10.5	 0.5	 1
12	 0.5	 1
13.5	 0.5	 1
15	 0.5	 1
16.5	 0.5	 1
108	 0.5	 1
109.5	 0.5	 1
111	 0.5	 1
112.5	 0.5	 1
114	 0.5	 1
115.5	 0.5	 1
117	 0.5	 1
118.5	 0.5	 1
120	 0.5	 1
121.5	 0.5	 1
123	 0.5	 1
124.5	 0.5	 1
189	 0.5	 1
190.5	 0.5	 1
192	 0.5	 1
193.5	 0.5	 1
195	 0.5	 1
196.5	 0.5	 1
198	 0.5	 1
199.5	 0.5	 1
201	 0.5	 1
202.5	 0.5	 1
204	 0.5	 1
205.5	 0.5	 1
297	 0.5	 1
298.5	 0.5	 1
300	 0.5	 1
301.5	 0.5	 1
303	 0.5	 1
304.5	 0.5	 1
306	 0.5	 1
307.5	 0.5	 1
309	 0.5	 1
310.5	 0.5	 1
312	 0.5	 1
313.5	 0.5	 1
