0	 0.5	 1
1	 0.5	 1
2	 0.5	 1
3	 0.5	 1
4	 0.5	 1
5	 0.5	 1
6	 0.5	 1
7	 0.5	 1
8	 0.5	 1
9	 0.5	 1
10	 0.5	 1
11	 0.5	 1
21	 0.5	 1
22	 0.5	 1
23	 0.5	 1
24	 0.5	 1
25	 0.5	 1
26	 0.5	 1
27	 0.5	 1
28	 0.5	 1
29	 0.5	 1
30	 0.5	 1
31	 0.5	 1
32	 0.5	 1
42	 0.5	 1
43	 0.5	 1
44	 0.5	 1
45	 0.5	 1
46	 0.5	 1
47	 0.5	 1
48	 0.5	 1
49	 0.5	 1
50	 0.5	 1
51	 0.5	 1
52	 0.5	 1
53	 0.5	 1
63	 0.5	 1
64	 0.5	 1
65	 0.5	 1
66	 0.5	 1
67	 0.5	 1
68	 0.5	 1
69	 0.5	 1
70	 0.5	 1
71	 0.5	 1
72	 0.5	 1
73	 0.5	 1
74	 0.5	 1
84	 0.5	 1
85	 0.5	 1
86	 0.5	 1
87	 0.5	 1
88	 0.5	 1
89	 0.5	 1
90	 0.5	 1
91	 0.5	 1
92	 0.5	 1
93	 0.5	 1
94	 0.5	 1
95	 0.5	 1
105	 0.5	 1
106	 0.5	 1
107	 0.5	 1
108	 0.5	 1
109	 0.5	 1
110	 0.5	 1
111	 0.5	 1
112	 0.5	 1
113	 0.5	 1
114	 0.5	 1
115	 0.5	 1
116	 0.5	 1
126	 0.5	 1
127	 0.5	 1
128	 0.5	 1
129	 0.5	 1
130	 0.5	 1
131	 0.5	 1
132	 0.5	 1
133	 0.5	 1
134	 0.5	 1
135	 0.5	 1
136	 0.5	 1
137	 0.5	 1
147	 0.5	 1
148	 0.5	 1
149	 0.5	 1
150	 0.5	 1
151	 0.5	 1
152	 0.5	 1
153	 0.5	 1
154	 0.5	 1
155	 0.5	 1
156	 0.5	 1
157	 0.5	 1
158	 0.5	 1
168	 0.5	 1
169	 0.5	 1
170	 0.5	 1
171	 0.5	 1
172	 0.5	 1
173	 0.5	 1
174	 0.5	 1
175	 0.5	 1
176	 0.5	 1
177	 0.5	 1
178	 0.5	 1
179	 0.5	 1
189	 0.5	 1
190	 0.5	 1
191	 0.5	 1
192	 0.5	 1
193	 0.5	 1
194	 0.5	 1
195	 0.5	 1
196	 0.5	 1
197	 0.5	 1
198	 0.5	 1
199	 0.5	 1
200	 0.5	 1
210	 0.5	 1
211	 0.5	 1
212	 0.5	 1
213	 0.5	 1
214	 0.5	 1
215	 0.5	 1
216	 0.5	 1
217	 0.5	 1
218	 0.5	 1
219	 0.5	 1
220	 0.5	 1
221	 0.5	 1
231	 0.5	 1
232	 0.5	 1
233	 0.5	 1
234	 0.5	 1
235	 0.5	 1
236	 0.5	 1
237	 0.5	 1
238	 0.5	 1
239	 0.5	 1
240	 0.5	 1
241	 0.5	 1
242	 0.5	 1
